target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
ERAP1,ENSG00000164307,0.024400000000000005,0.0,0.0,0.0,0.0,0.0,0.024400000000000005,0.0,endoplasmic reticulum aminopeptidase 1
MAPKAPK2,ENSG00000162889,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,MAPK activated protein kinase 2
VAV2,ENSG00000160293,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,vav guanine nucleotide exchange factor 2
SLC16A1,ENSG00000155380,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,solute carrier family 16 member 1
SLC25A27,ENSG00000153291,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,solute carrier family 25 member 27
PNMT,ENSG00000141744,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,phenylethanolamine N-methyltransferase
GALNS,ENSG00000141012,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,galactosamine (N-acetyl)-6-sulfatase
PRDX5,ENSG00000126432,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,peroxiredoxin 5
EIF2S2,ENSG00000125977,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,eukaryotic translation initiation factor 2 subunit beta
GLO1,ENSG00000124767,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,glyoxalase I
MTRR,ENSG00000124275,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
IRF6,ENSG00000117595,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,interferon regulatory factor 6
GZMK,ENSG00000113088,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,granzyme K
PRKAR1A,ENSG00000108946,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,protein kinase cAMP-dependent type I regulatory subunit alpha
NOD1,ENSG00000106100,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,nucleotide binding oligomerization domain containing 1
OIP5,ENSG00000104147,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,Opa interacting protein 5
GABPB1,ENSG00000104064,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,GA binding protein transcription factor subunit beta 1
PDK4,ENSG00000004799,0.0244,0.0,0.0,0.0,0.0,0.0,0.0244,0.0,pyruvate dehydrogenase kinase 4
PLG,ENSG00000122194,0.024272222222222226,0.0,0.0,0.0,0.0,0.0,0.024272222222222226,0.0,plasminogen
GOT2,ENSG00000125166,0.02415555555555556,0.0,0.0,0.0,0.0,0.0,0.02415555555555556,0.0,glutamic-oxaloacetic transaminase 2
BAG6,ENSG00000204463,0.024056004740573858,0.0002240189622954346,0.0,0.0,0.0,0.0,0.024,0.0,BAG cochaperone 6
TMSB4X,ENSG00000205542,0.02404166666666667,0.0,0.0,0.0,0.0,0.0,0.02404166666666667,0.0,thymosin beta 4 X-linked
DDIT3,ENSG00000175197,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,DNA damage inducible transcript 3
SDC2,ENSG00000169439,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,syndecan 2
SOX17,ENSG00000164736,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,SRY-box transcription factor 17
CPB1,ENSG00000153002,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,carboxypeptidase B1
PTGES,ENSG00000148344,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,prostaglandin E synthase
ITGAV,ENSG00000138448,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,integrin subunit alpha V
TXN,ENSG00000136810,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,thioredoxin
IL36A,ENSG00000136694,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,interleukin 36 alpha
CHSY1,ENSG00000131873,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,chondroitin sulfate synthase 1
NR1H2,ENSG00000131408,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,nuclear receptor subfamily 1 group H member 2
F12,ENSG00000131187,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,coagulation factor XII
RNF6,ENSG00000127870,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,ring finger protein 6
PCK1,ENSG00000124253,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,phosphoenolpyruvate carboxykinase 1
SLAMF1,ENSG00000117090,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,signaling lymphocytic activation molecule family member 1
PRLR,ENSG00000113494,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,prolactin receptor
YWHAE,ENSG00000108953,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
FKBP6,ENSG00000077800,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,FKBP prolyl isomerase family member 6 (inactive)
CTSA,ENSG00000064601,0.024,0.0,0.0,0.0,0.0,0.0,0.024,0.0,cathepsin A
TG,ENSG00000042832,0.023710444444444447,0.0,0.0,0.0,0.0,0.0,0.023710444444444447,0.0,thyroglobulin
TSHR,ENSG00000165409,0.023700000000000002,0.0,0.0,0.0,0.0,0.0,0.023700000000000002,0.0,thyroid stimulating hormone receptor
NARF,ENSG00000141562,0.023600000000000003,0.0,0.0,0.0,0.0,0.0,0.023600000000000003,0.0,nuclear prelamin A recognition factor
F2R,ENSG00000181104,0.023466666666666667,0.0,0.0,0.0,0.0,0.0,0.023466666666666667,0.0,coagulation factor II thrombin receptor
IFI44L,ENSG00000137959,0.02340653693647676,0.0,0.0,0.0,0.0,0.020806536936476758,0.010400000000000001,0.0,interferon induced protein 44 like
FGFR1,ENSG00000077782,0.023344444444444442,0.0,0.0,0.0,0.0,0.0,0.023344444444444442,0.0,fibroblast growth factor receptor 1
RSAD2,ENSG00000134321,0.0232521704462811,0.0,0.0,0.0,0.0,0.0206521704462811,0.010400000000000001,0.0,radical S-adenosyl methionine domain containing 2
SOX10,ENSG00000100146,0.02323333333333334,0.0,0.0,0.0,0.0,0.0,0.02323333333333334,0.0,SRY-box transcription factor 10
ABCC1,ENSG00000103222,0.0232,0.0,0.0,0.0,0.0,0.0,0.0232,0.0,ATP binding cassette subfamily C member 1
NFATC1,ENSG00000131196,0.023100000000000006,0.0,0.0,0.0,0.0,0.0,0.023100000000000006,0.0,nuclear factor of activated T cells 1
SOCS3,ENSG00000184557,0.02305,0.0,0.0,0.0,0.0,0.0,0.02305,0.0,suppressor of cytokine signaling 3
DNASE1,ENSG00000213918,0.022700000000000005,0.0,0.0,0.0,0.0,0.0,0.022700000000000005,0.0,deoxyribonuclease 1
F2RL1,ENSG00000164251,0.022700000000000005,0.0,0.0,0.0,0.0,0.0,0.022700000000000005,0.0,F2R like trypsin receptor 1
CREB1,ENSG00000118260,0.022588632653061224,0.0,0.0,0.0,0.0,0.0,0.022588632653061224,0.0,cAMP responsive element binding protein 1
PTPN11,ENSG00000179295,0.022500000000000003,0.0,0.0,0.0,0.0,0.0,0.022500000000000003,0.0,protein tyrosine phosphatase non-receptor type 11
HDAC6,ENSG00000094631,0.0224,0.0,0.0,0.0,0.0,0.0,0.0224,0.0,histone deacetylase 6
FCGR1A,ENSG00000150337,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,Fc fragment of IgG receptor Ia
CHI3L2,ENSG00000064886,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.022000000000000002,0.0,chitinase 3 like 2
NR1H4,ENSG00000012504,0.021922222222222225,0.0,0.0,0.0,0.0,0.0,0.021922222222222225,0.0,nuclear receptor subfamily 1 group H member 4
SLC1A1,ENSG00000106688,0.02188888888888889,0.0,0.0,0.0,0.0,0.0,0.02188888888888889,0.0,solute carrier family 1 member 1
CTSD,ENSG00000117984,0.021800000000000003,0.0,0.0,0.0,0.0,0.0,0.021800000000000003,0.0,cathepsin D
MUC16,ENSG00000181143,0.02165555555555556,0.0,0.0,0.0,0.0,0.0,0.02165555555555556,0.0,"mucin 16, cell surface associated"
LGR4,ENSG00000205213,0.021600000000000005,0.0,0.0,0.0,0.0,0.0,0.021600000000000005,0.0,leucine rich repeat containing G protein-coupled receptor 4
SLC2A3,ENSG00000059804,0.021600000000000005,0.0,0.0,0.0,0.0,0.0,0.021600000000000005,0.0,solute carrier family 2 member 3
ZNF395,ENSG00000186918,0.02153333333333333,0.0,0.0,0.0,0.0,0.0,0.02153333333333333,0.0,zinc finger protein 395
GRM5,ENSG00000168959,0.021455555555555558,0.0,0.0,0.0,0.0,0.0,0.021455555555555558,0.0,glutamate metabotropic receptor 5
TRIM22,ENSG00000132274,0.021079744059529705,0.0,0.0,0.0,0.0,0.008496754015896587,0.01895555555555556,0.0,tripartite motif containing 22
TRH,ENSG00000170893,0.020933333333333335,0.0,0.0,0.0,0.0,0.0,0.020933333333333335,0.0,thyrotropin releasing hormone
VEGFB,ENSG00000173511,0.0209,0.0,0.0,0.0,0.0,0.0,0.0209,0.0,vascular endothelial growth factor B
STAG3L1,ENSG00000205583,0.020800000000000003,0.0,0.0,0.0,0.0,0.0,0.020800000000000003,0.0,stromal antigen 3-like 1 (pseudogene)
CMKLR1,ENSG00000174600,0.020800000000000003,0.0,0.0,0.0,0.0,0.0,0.020800000000000003,0.0,chemerin chemokine-like receptor 1
POLR2J,ENSG00000005075,0.020800000000000003,0.0,0.0,0.0,0.0,0.0,0.020800000000000003,0.0,RNA polymerase II subunit J
CCL1,ENSG00000108702,0.020755555555555555,0.0,0.0,0.0,0.0,0.0,0.020755555555555555,0.0,C-C motif chemokine ligand 1
TIGIT,ENSG00000181847,0.0205,0.0,0.0,0.0,0.0,0.0,0.0205,0.0,T cell immunoreceptor with Ig and ITIM domains
DOCK10,ENSG00000135905,0.0204,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,dedicator of cytokinesis 10
MAP3K8,ENSG00000107968,0.0204,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,mitogen-activated protein kinase kinase kinase 8
RELB,ENSG00000104856,0.0204,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,"RELB proto-oncogene, NF-kB subunit"
JAK1,ENSG00000162434,0.020344444444444446,0.0,0.0,0.0,0.0,0.0,0.020344444444444446,0.0,Janus kinase 1
CCR4,ENSG00000183813,0.020228967120181407,0.0,0.0,0.0,0.0,0.0,0.020228967120181407,0.0,C-C motif chemokine receptor 4
UBE2D2,ENSG00000131508,0.0202,0.0,0.0,0.0,0.0,0.0,0.0202,0.0,ubiquitin conjugating enzyme E2 D2
NCR3,ENSG00000204475,0.020036750742203204,0.0001470029688128051,0.0,0.0,0.0,0.0,0.020000000000000004,0.0,natural cytotoxicity triggering receptor 3
MMP28,ENSG00000271447,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.020000000000000004,0.0,matrix metallopeptidase 28
CSF2RA,ENSG00000198223,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,colony stimulating factor 2 receptor subunit alpha
IFIT1,ENSG00000185745,0.019889310650243054,0.0,0.0,0.0,0.0,0.017289310650243053,0.010400000000000001,0.0,interferon induced protein with tetratricopeptide repeats 1
DDO,ENSG00000203797,0.019835109268832973,0.0,0.0,0.0,0.0,0.019835109268832973,0.0,0.0,D-aspartate oxidase
AICDA,ENSG00000111732,0.0198,0.0,0.0,0.0,0.0,0.0,0.0198,0.0,activation induced cytidine deaminase
MX1,ENSG00000157601,0.01966080269754939,0.0,0.0,0.0,0.0,0.01596080269754939,0.0148,0.0,MX dynamin like GTPase 1
VEGFC,ENSG00000150630,0.019600000000000003,0.0,0.0,0.0,0.0,0.0,0.019600000000000003,0.0,vascular endothelial growth factor C
SCARA3,ENSG00000168077,0.01955340834832449,0.0,0.0,0.0,0.0,0.01955340834832449,0.0,0.0,scavenger receptor class A member 3
KCNN4,ENSG00000104783,0.019526444444444443,0.0,0.0,0.0,0.0,0.0,0.019526444444444443,0.0,potassium calcium-activated channel subfamily N member 4
TBP,ENSG00000112592,0.019355555555555556,0.0,0.0,0.0,0.0,0.0,0.019355555555555556,0.0,TATA-box binding protein
MMP25,ENSG00000008516,0.0193,0.0,0.0,0.0,0.0,0.0,0.0193,0.0,matrix metallopeptidase 25
SOX1,ENSG00000182968,0.019200000000000002,0.0,0.0,0.0,0.0,0.0,0.019200000000000002,0.0,SRY-box transcription factor 1
BIN1,ENSG00000136717,0.0188,0.0,0.0,0.0,0.0,0.0,0.0188,0.0,bridging integrator 1
ALOX5,ENSG00000012779,0.018566,0.0,0.0,0.0,0.0,0.0,0.018566,0.0,arachidonate 5-lipoxygenase
ABCG2,ENSG00000118777,0.01850555555555556,0.0,0.0,0.0,0.0,0.0,0.01850555555555556,0.0,ATP binding cassette subfamily G member 2 (Junior blood group)
GPBAR1,ENSG00000179921,0.0184,0.0,0.0,0.0,0.0,0.0,0.0184,0.0,G protein-coupled bile acid receptor 1
KMO,ENSG00000117009,0.018261804341269342,0.0,0.0,0.0,0.0,0.005847217365077359,0.016800000000000002,0.0,kynurenine 3-monooxygenase
USP6NL-AS1,ENSG00000271360,0.018138430172833356,0.0,0.0,0.0,0.0,0.018138430172833356,0.0,0.0,USP6NL antisense RNA 1
IFIT2,ENSG00000119922,0.018112874246337354,0.0,0.0,0.0,0.0,0.010851496985349408,0.0154,0.0,interferon induced protein with tetratricopeptide repeats 2
CCR8,ENSG00000179934,0.018044444444444446,0.0,0.0,0.0,0.0,0.0,0.018044444444444446,0.0,C-C motif chemokine receptor 8
HSPB1,ENSG00000106211,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,0.0,heat shock protein family B (small) member 1
WDR7,ENSG00000091157,0.018,0.0,0.0,0.0,0.0,0.0,0.018,0.0,WD repeat domain 7
IRF3,ENSG00000126456,0.017955555555555558,0.0,0.0,0.0,0.0,0.0,0.017955555555555558,0.0,interferon regulatory factor 3
ABCB1,ENSG00000085563,0.01775555555555556,0.0,0.0,0.0,0.0,0.0,0.01775555555555556,0.0,ATP binding cassette subfamily B member 1
NEFH,ENSG00000100285,0.017745888888888887,0.0,0.0,0.0,0.0,0.0,0.017745888888888887,0.0,neurofilament heavy
CDH2,ENSG00000170558,0.017733333333333337,0.0,0.0,0.0,0.0,0.0,0.017733333333333337,0.0,cadherin 2
LGALS1,ENSG00000100097,0.01767777777777778,0.0,0.0,0.0,0.0,0.0,0.01767777777777778,0.0,galectin 1
VAMP2,ENSG00000220205,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,vesicle associated membrane protein 2
OLIG2,ENSG00000205927,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,oligodendrocyte transcription factor 2
CERS2,ENSG00000143418,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,ceramide synthase 2
VCAN,ENSG00000038427,0.0176,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,versican
CD74,ENSG00000019582,0.01740555555555556,0.0,0.0,0.0,0.0,0.0,0.01740555555555556,0.0,CD74 molecule
CASP3,ENSG00000164305,0.01730211111111111,0.0,0.0,0.0,0.0,0.0,0.01730211111111111,0.0,caspase 3
PIK3CD,ENSG00000171608,0.017300000000000003,0.0,0.0,0.0,0.0,0.0,0.017300000000000003,0.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
VSIR,ENSG00000107738,0.017300000000000003,0.0,0.0,0.0,0.0,0.0,0.017300000000000003,0.0,V-set immunoregulatory receptor
KRT76,ENSG00000185069,0.01725555555555556,0.0,0.0,0.0,0.0,0.0,0.01725555555555556,0.0,keratin 76
GRM2,ENSG00000164082,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,glutamate metabotropic receptor 2
UBC,ENSG00000150991,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,ubiquitin C
SYT11,ENSG00000132718,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,synaptotagmin 11
RO60,ENSG00000116747,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,"Ro60, Y RNA binding protein"
STX1A,ENSG00000106089,0.0172,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,syntaxin 1A
NRG1,ENSG00000157168,0.016844444444444447,0.0,0.0,0.0,0.0,0.0,0.016844444444444447,0.0,neuregulin 1
SORT1,ENSG00000134243,0.016844444444444447,0.0,0.0,0.0,0.0,0.0,0.016844444444444447,0.0,sortilin 1
ADAM12,ENSG00000148848,0.016700000000000003,0.0,0.0,0.0,0.0,0.0,0.016700000000000003,0.0,ADAM metallopeptidase domain 12
CXCL9,ENSG00000138755,0.016609790942302843,0.0,0.0,0.0,0.0,0.0,0.016609790942302843,0.0,C-X-C motif chemokine ligand 9
ABCG1,ENSG00000160179,0.016600000000000004,0.0,0.0,0.0,0.0,0.0,0.016600000000000004,0.0,ATP binding cassette subfamily G member 1
HSD17B10,ENSG00000072506,0.0165,0.0,0.0,0.0,0.0,0.0,0.0165,0.0,hydroxysteroid 17-beta dehydrogenase 10
PDCD1,ENSG00000188389,0.016355555555555557,0.0,0.0,0.0,0.0,0.0,0.016355555555555557,0.0,programmed cell death 1
KCNK5,ENSG00000164626,0.016255555555555558,0.0,0.0,0.0,0.0,0.0,0.016255555555555558,0.0,potassium two pore domain channel subfamily K member 5
EPHB2,ENSG00000133216,0.016200000000000003,0.0,0.0,0.0,0.0,0.0,0.016200000000000003,0.0,EPH receptor B2
NTRK1,ENSG00000198400,0.01611111111111111,0.0,0.0,0.0,0.0,0.0,0.01611111111111111,0.0,neurotrophic receptor tyrosine kinase 1
GPR132,ENSG00000183484,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,G protein-coupled receptor 132
HSD17B12,ENSG00000149084,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,hydroxysteroid 17-beta dehydrogenase 12
PRX,ENSG00000105227,0.016,0.0,0.0,0.0,0.0,0.0,0.016,0.0,periaxin
TCF7,ENSG00000081059,0.016000000000000004,0.0,0.0,0.0,0.0,0.0,0.016000000000000004,0.0,transcription factor 7
CD68,ENSG00000129226,0.015981737591332833,0.0,0.0,0.0,0.0,0.0,0.015981737591332833,0.0,CD68 molecule
GAD1,ENSG00000128683,0.015881555555555555,0.0,0.0,0.0,0.0,0.0,0.015881555555555555,0.0,glutamate decarboxylase 1
IFI44,ENSG00000137965,0.01585763941570251,0.0,0.0,0.0,0.0,0.01585763941570251,0.0,0.0,interferon induced protein 44
RIC3,ENSG00000166405,0.0158,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,RIC3 acetylcholine receptor chaperone
FOXC2,ENSG00000176692,0.015755555555555557,0.0,0.0,0.0,0.0,0.0,0.015755555555555557,0.0,forkhead box C2
SMS,ENSG00000102172,0.015755555555555557,0.0,0.0,0.0,0.0,0.0,0.015755555555555557,0.0,spermine synthase
FLT4,ENSG00000037280,0.015755555555555557,0.0,0.0,0.0,0.0,0.0,0.015755555555555557,0.0,fms related receptor tyrosine kinase 4
NR4A1,ENSG00000123358,0.015655555555555555,0.0,0.0,0.0,0.0,0.0,0.015655555555555555,0.0,nuclear receptor subfamily 4 group A member 1
TPO,ENSG00000115705,0.015644444444444443,0.0,0.0,0.0,0.0,0.0,0.015644444444444443,0.0,thyroid peroxidase
KLK1,ENSG00000167748,0.015600000000000001,0.0,0.0,0.0,0.0,0.0,0.015600000000000001,0.0,kallikrein 1
CD48,ENSG00000117091,0.015600000000000001,0.0,0.0,0.0,0.0,0.0,0.015600000000000001,0.0,CD48 molecule
SARM1,ENSG00000004139,0.015600000000000001,0.0,0.0,0.0,0.0,0.0,0.015600000000000001,0.0,sterile alpha and TIR motif containing 1
ADIPOQ,ENSG00000181092,0.015500000000000002,0.0,0.0,0.0,0.0,0.0,0.015500000000000002,0.0,"adiponectin, C1Q and collagen domain containing"
STIM1,ENSG00000167323,0.015500000000000002,0.0,0.0,0.0,0.0,0.0,0.015500000000000002,0.0,stromal interaction molecule 1
RBP4,ENSG00000138207,0.015500000000000002,0.0,0.0,0.0,0.0,0.0,0.015500000000000002,0.0,retinol binding protein 4
CD38,ENSG00000004468,0.015380555555555555,0.0,0.0,0.0,0.0,0.0,0.015380555555555555,0.0,CD38 molecule
SH2D2A,ENSG00000027869,0.015300000000000001,0.0,0.0,0.0,0.0,0.0,0.015300000000000001,0.0,SH2 domain containing 2A
OAS3,ENSG00000111331,0.015225578002865168,0.0,0.0,0.0,0.0,0.012625578002865168,0.010400000000000001,0.0,2'-5'-oligoadenylate synthetase 3
IFI27,ENSG00000165949,0.015112866394440245,0.0,0.0,0.0,0.0,0.015112866394440245,0.0,0.0,interferon alpha inducible protein 27
STIM2,ENSG00000109689,0.015100000000000002,0.0,0.0,0.0,0.0,0.0,0.015100000000000002,0.0,stromal interaction molecule 2
MPEG1,ENSG00000197629,0.015055555555555556,0.0,0.0,0.0,0.0,0.0,0.015055555555555556,0.0,macrophage expressed 1
CLDN3,ENSG00000165215,0.015044444444444445,0.0,0.0,0.0,0.0,0.0,0.015044444444444445,0.0,claudin 3
PRF1,ENSG00000180644,0.015000000000000001,0.0,0.0,0.0,0.0,0.0,0.015000000000000001,0.0,perforin 1
PGAM1,ENSG00000171314,0.015,0.0,0.0,0.0,0.0,0.0,0.015,0.0,phosphoglycerate mutase 1
IL34,ENSG00000157368,0.015000000000000001,0.0,0.0,0.0,0.0,0.0,0.015000000000000001,0.0,interleukin 34
CD7,ENSG00000173762,0.014980555555555558,0.0,0.0,0.0,0.0,0.0,0.014980555555555558,0.0,CD7 molecule
NOX5,ENSG00000255346,0.0149,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,NADPH oxidase 5
CNTNAP2,ENSG00000174469,0.014894444444444445,0.0,0.0,0.0,0.0,0.0,0.014894444444444445,0.0,contactin associated protein 2
MAP7D2,ENSG00000184368,0.014893283371973487,0.0,0.0,0.0,0.0,0.014893283371973487,0.0,0.0,MAP7 domain containing 2
CLDN12,ENSG00000157224,0.014800000000000002,0.0,0.0,0.0,0.0,0.0,0.014800000000000002,0.0,claudin 12
VASP,ENSG00000125753,0.014800000000000002,0.0,0.0,0.0,0.0,0.0,0.014800000000000002,0.0,vasodilator stimulated phosphoprotein
GJB6,ENSG00000121742,0.014800000000000002,0.0,0.0,0.0,0.0,0.0,0.014800000000000002,0.0,gap junction protein beta 6
NFAT5,ENSG00000102908,0.014800000000000002,0.0,0.0,0.0,0.0,0.0,0.014800000000000002,0.0,nuclear factor of activated T cells 5
HTR1A,ENSG00000178394,0.014700000000000001,0.0,0.0,0.0,0.0,0.0,0.014700000000000001,0.0,5-hydroxytryptamine receptor 1A
ACKR3,ENSG00000144476,0.014655555555555557,0.0,0.0,0.0,0.0,0.0,0.014655555555555557,0.0,atypical chemokine receptor 3
NTF4,ENSG00000225950,0.014644444444444444,0.0,0.0,0.0,0.0,0.0,0.014644444444444444,0.0,neurotrophin 4
IRF7,ENSG00000185507,0.01461570308215085,0.0,0.0,0.0,0.0,0.004685034550825614,0.013444444444444446,0.0,interferon regulatory factor 7
NR3C2,ENSG00000151623,0.0146,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,nuclear receptor subfamily 3 group C member 2
RANGRF,ENSG00000108961,0.0146,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,RAN guanine nucleotide release factor
NOTCH3,ENSG00000074181,0.0146,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,notch receptor 3
ABCA1,ENSG00000165029,0.014466666666666666,0.0,0.0,0.0,0.0,0.0,0.014466666666666666,0.0,ATP binding cassette subfamily A member 1
SPHK2,ENSG00000063176,0.014405555555555557,0.0,0.0,0.0,0.0,0.0,0.014405555555555557,0.0,sphingosine kinase 2
SAFB,ENSG00000160633,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,scaffold attachment factor B
PDLIM2,ENSG00000120913,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,PDZ and LIM domain 2
HDAC1,ENSG00000116478,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,histone deacetylase 1
GLP1R,ENSG00000112164,0.014400000000000003,0.0,0.0,0.0,0.0,0.0,0.014400000000000003,0.0,glucagon like peptide 1 receptor
TNC,ENSG00000041982,0.0144,0.0,0.0,0.0,0.0,0.0,0.0144,0.0,tenascin C
DR1,ENSG00000117505,0.014377777777777781,0.0,0.0,0.0,0.0,0.0,0.014377777777777781,0.0,down-regulator of transcription 1
ITGAM,ENSG00000169896,0.0143,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,integrin subunit alpha M
AIM2,ENSG00000163568,0.0143,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,absent in melanoma 2
PRNP,ENSG00000171867,0.0142,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,prion protein
ABCA7,ENSG00000064687,0.0142,0.0,0.0,0.0,0.0,0.0,0.0142,0.0,ATP binding cassette subfamily A member 7
MASP2,ENSG00000009724,0.014199999999999999,0.0,0.0,0.0,0.0,0.0,0.014199999999999999,0.0,mannan binding lectin serine peptidase 2
HOOK3,ENSG00000168172,0.014185641980789069,0.0,0.0,0.0,0.0,0.014185641980789069,0.0,0.0,hook microtubule tethering protein 3
OASL,ENSG00000135114,0.01417379008020426,0.0,0.0,0.0,0.0,0.01157379008020426,0.010400000000000001,0.0,2'-5'-oligoadenylate synthetase like
L1CAM,ENSG00000198910,0.014155555555555557,0.0,0.0,0.0,0.0,0.0,0.014155555555555557,0.0,L1 cell adhesion molecule
ANXA6,ENSG00000197043,0.014155555555555557,0.0,0.0,0.0,0.0,0.0,0.014155555555555557,0.0,annexin A6
GUSB,ENSG00000169919,0.014155555555555557,0.0,0.0,0.0,0.0,0.0,0.014155555555555557,0.0,glucuronidase beta
THOP1,ENSG00000172009,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,thimet oligopeptidase 1
ICOSLG,ENSG00000160223,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,inducible T cell costimulator ligand
TCF7L2,ENSG00000148737,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,transcription factor 7 like 2
TPH2,ENSG00000139287,0.014,0.0,0.0,0.0,0.0,0.0,0.014,0.0,tryptophan hydroxylase 2
C3,ENSG00000125730,0.014,0.0,0.0,0.0,0.0,0.0,0.014,0.0,complement C3
NPY,ENSG00000122585,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,neuropeptide Y
CPN1,ENSG00000120054,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,carboxypeptidase N subunit 1
CNN3,ENSG00000117519,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,calponin 3
SYP,ENSG00000102003,0.014,0.0,0.0,0.0,0.0,0.0,0.014,0.0,synaptophysin
C1QTNF3,ENSG00000082196,0.014,0.0,0.0,0.0,0.0,0.0,0.014,0.0,C1q and TNF related 3
CEACAM1,ENSG00000079385,0.014000000000000002,0.0,0.0,0.0,0.0,0.0,0.014000000000000002,0.0,CEA cell adhesion molecule 1
H1-3,ENSG00000124575,0.013968904384923254,0.0,0.0,0.0,0.0,0.013968904384923254,0.0,0.0,"H1.3 linker histone, cluster member"
